Time,Ist,ARIMA,SARIMA,SARIMAX
2021-12-31 03:00:00,20351.333333333332,25490.507478736465,22092.637960944045,21042.731823102295
2021-12-31 04:00:00,20613.5,25490.50747873608,22511.182277870143,21478.2705666737
2021-12-31 05:00:00,21261.166666666668,25490.50747873593,23764.662247333097,22720.87379609934
2021-12-31 06:00:00,22332.833333333332,25490.50747873599,25884.674807952364,24846.837030412917
2021-12-31 07:00:00,22937.833333333332,25490.50747873622,27233.169584088693,26290.195813561644
2021-12-31 08:00:00,22900.25,25490.50747873657,26972.480088682023,26109.351716354005
2021-12-31 09:00:00,22339.25,25490.507478736985,26191.966324971843,25311.152447502016
2021-12-31 10:00:00,21526.25,25490.50747873741,25303.408920669677,24348.384837805967
2021-12-31 11:00:00,20952.916666666668,25490.507478737803,24618.636495442493,23585.13347227956
2021-12-31 12:00:00,20800.833333333332,25490.50747873813,24315.47990365571,23214.271976890974
2021-12-31 13:00:00,20877.916666666668,25490.50747873837,24464.45575592756,23351.338070562495
2021-12-31 14:00:00,21309.333333333332,25490.507478738513,25015.665733516427,23895.58906721465
2021-12-31 15:00:00,22367.166666666668,25490.50747873856,26056.645452526594,24955.832666852988
2021-12-31 16:00:00,24284.333333333332,25490.50747873852,27781.62998230739,26539.38749234438
2021-12-31 17:00:00,26874.25,25490.507478738415,29987.92841805605,28789.552504894502
2021-12-31 18:00:00,27113.916666666668,25490.507478738265,30132.500652291856,28956.429260638623
2021-12-31 19:00:00,26447.333333333332,25490.50747873809,29706.18639716864,28542.779171600476
2021-12-31 20:00:00,25743.083333333332,25490.507478737916,29114.81165635343,27962.107320662526
2021-12-31 21:00:00,25009.25,25490.507478737756,28167.85427474047,27010.732784337964
2021-12-31 22:00:00,24060.25,25490.507478737625,26541.356953576927,25386.100584712603
2021-12-31 23:00:00,23071.916666666668,25490.507478737534,24811.79651975025,23662.44978314041
